chemical_symbol,ionization_energy,oxidation_states,screening_constant,neutrons,mass_number,hardness,softness,Zeff_slater,Zeff_clementi,electrophilicity,valence_electrons,electron_p,electron_n,electron_configuration,electrons_per_shell,max_n,max_l,last_subshell,unpaired_electrons,spin_occupations,spin_only_magnetic_moment,oxides,ion_electron_affinity,atomic_number,atomic_radius_slater,atomic_volume,block_periodic_table,boiling_point,density,description,dipole_polarizability,electron_affinity,electronic_configuration,evaporation_heat,fusion_heat,group_periodic_table,lattice_constant,lattice_structure,melting_point,chemical_name,periodic_number,chemical_series,specific_heat,thermal_conductivity,vdw_radius,covalent_radius_cordero,covalent_radius_pyykko,proton_affinity,gas_phase_basicity,heat_of_formation,c6_coeeficient,covalent_radius_bragg,vdw_radius_bondi,vdw_radius_truhlar,vdw_radius_rt,vdw_radius_batsanov,vdw_radius_dreidingff,vdw_radius_uff,vdw_radius_mm3ff,abundance_crust,abundance_sea,vdw_radius_alvarez,c6_coefficient_gb,atomic_weight,atomic_weight_uncertainty,atomic_radius_rahm,metallic_radius_r,metallic_radius_r12,covalent_radius_pyykko_double,covalent_radius_pyykko_triple,mendeleev_number,dipole_polarizability_uncertainty,pettifor_number,glawe_number,electronegativity_allen,electronegativity_allred-rochow,electronegativity_cottrell-sutton,electronegativity_ghosh,electronegativity_gordy,electronegativity_li-xue,electronegativity_martynov-batsanov,electronegativity_mulliken,electronegativity_nagle,electronegativity_pauling,electronegativity_sanderson
Na,"{1: 5.1390767, 2: 47.28636, 3: 71.62, 4: 98.936, 5: 138.4, 6: 172.228, 7: 208.5, 8: 264.192, 9: 299.86, 10: 1465.13444, 11: 1648.702}",[1],"{(1, 's'): 0.3741000000000003, (2, 'p'): 4.1982, (2, 's'): 4.4286, (3, 's'): 8.4926}",12,23,2.29557535,0.21781031931711586,2.1999999999999993,2.5074000000000005,0.8805526605183994,1,10,12,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 1)])","{'K': 2, 'L': 8, 'M': 1}",3,s,"((3, 's'), 1)",1,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 0, 'alpha': 1, 'beta': 0, 'unpaired': 1})])",1.7320508075688772,['Na2O'],5.1390767,11,180.0,23.7,s,1156.1,0.97,"Soft silvery reactive element belonging to group 1 of the periodic table (alkali metals). It is highly reactive, oxidizing in air and reacting violently with water, forcing it to be kept under oil. It was first isolated by Humphrey Davy in 1807.",162.7,0.547926,[Ne] 3s,97.9,2.64,1.0,4.23,BCC,370.96,Sodium,3,3,1.222,142.0,227.0,166.0,155.0,,,107.5,1518.0,177.0,227.0,,176.0,240.0,,298.3,270.0,23600.0,10800.0,250.0,1570.0,22.98976928,2e-08,225.0,157.0,190.0,160.0,,2,0.5,11.0,11.0,5.14,9.157127991675336e-05,0.1191366794362541,0.093214,0.01419354838709677,"{('IV', ''): 1.5718156741674212, ('V', ''): 1.5580278173764788, ('VI', ''): 1.5311652688010222, ('VII', ''): 1.4096442157215758, ('VIII', ''): 1.3455694786433225, ('IX', ''): 1.2870664578327433, ('XII', ''): 1.1608834717707095}",2.2669531755199532,2.56953835,0.18317694670774523,0.93,0.09459763697509314
Mg,"{1: 7.646235, 2: 15.035267, 3: 80.1436, 4: 109.2654, 5: 141.335, 6: 186.76, 7: 225.015, 8: 265.924, 9: 327.985, 10: 367.5, 11: 1761.80481, 12: 1962.664}",[2],"{(1, 's'): 0.3910999999999998, (2, 'p'): 4.1742, (2, 's'): 4.608, (3, 's'): 8.692499999999999}",12,24,,,2.8499999999999996,3.307500000000001,,2,11,13,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2)])","{'K': 2, 'L': 8, 'M': 2}",3,s,"((3, 's'), 2)",0,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0})])",0.0,['MgO'],7.646235,12,150.0,14.0,s,1363.0,1.74,"Silvery metallic element belonging to group 2 of the periodic table (alkaline-earth metals). It is essential for living organisms, and is used in a number of light alloys. Chemically very reactive, it forms a protective oxide coating when exposed to air and burns with an intense white flame. It also reacts with sulphur, nitrogen and the halogens. First isolated by Bussy in 1828.",71.2,,[Ne] 3s2,131.8,9.2,2.0,3.21,HEX,922.0,Magnesium,3,4,1.025,156.0,173.0,141.0,139.0,819.6,797.3,147.1,626.0,142.0,173.0,,187.0,220.00000000000003,,302.1,243.00000000000003,23300.0,1290.0,251.0,629.0,24.305,,240.0,136.0,160.0,132.0,127.0,76,0.4,73.0,73.0,7.646,0.00014750789296620256,0.14319077177773068,0.121644,0.020503597122302156,{},3.367603153579709,,0.3039834927283264,1.31,0.1524210584692021
Al,"{1: 5.9857684, 2: 18.82855, 3: 28.44764, 4: 119.9924, 5: 153.8252, 6: 190.49, 7: 241.76, 8: 284.638, 9: 330.212, 10: 398.65, 11: 442.005, 12: 2085.97693, 13: 2304.14}",[3],"{(1, 's'): 0.4090000000000007, (2, 'p'): 4.0366, (2, 's'): 4.7864, (3, 'p'): 8.9344, (3, 's'): 8.8828}",14,27,2.7764692,0.18008483580512977,3.5,4.0656,0.9274010094475963,3,12,14,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 1)])","{'K': 2, 'L': 8, 'M': 3}",3,p,"((3, 'p'), 1)",1,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 0, 'alpha': 1, 'beta': 0, 'unpaired': 1})])",1.7320508075688772,['Al2O3'],5.9857684,13,125.0,10.0,p,2740.0,2.7,"Silvery-white lustrous metallic element of group 3 of the periodic table. Highly reactive but protected by a thin transparent layer of the oxide which quickly forms in air. There are many alloys of aluminum, as well as a good number of industrial uses. Makes up 8.1% of the Earth's crust, by weight. Isolated in 1825 by H.C. Oersted.",57.8,0.43283,[Ne] 3s2 3p,284.1,10.75,13.0,4.05,FCC,933.5,Aluminum,3,7,0.9,237.0,184.0,121.0,126.0,,,330.9,528.0,135.0,,184.0,202.99999999999997,210.0,438.99999999999994,449.9,236.0,82300.0,0.002,225.0,520.0,26.9815385,7e-07,239.0,125.0,143.0,113.0,111.0,82,1.0,80.0,78.0,9.539,0.0002204585537918871,0.16666666666666666,0.150078,0.027777777777777776,{},4.213547927024603,2.9928842,0.373019159140294,1.61,0.23609269172239372
Si,"{1: 8.151683, 2: 16.345845, 3: 33.493, 4: 45.14179, 5: 166.767, 6: 205.267, 7: 246.32, 8: 303.66, 9: 351.1, 10: 401.38, 11: 476.18, 12: 523.415, 13: 2437.65804, 14: 2673.1774}","[4, -4, 2]","{(1, 's'): 0.42549999999999955, (2, 'p'): 4.055, (2, 's'): 4.98, (3, 'p'): 9.7148, (3, 's'): 9.0968}",14,28,3.3810809500000003,0.14788170037750795,4.149999999999999,4.2852,1.6827934805482991,4,13,15,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 2)])","{'K': 2, 'L': 8, 'M': 4}",3,p,"((3, 'p'), 2)",2,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 0, 'alpha': 2, 'beta': 0, 'unpaired': 2})])",2.8284271247461903,"['SiO2', 'SiO']",8.151683,14,110.0,12.1,p,2628.0,2.3296,"Metalloid element belonging to group 14 of the periodic table. It is the second most abundant element in the Earth's crust, making up 25.7% of it by weight. Chemically less reactive than carbon. First identified by Lavoisier in 1787 and first isolated in 1823 by Berzelius.",37.3,1.3895211,[Ne] 3s2 3p2,383.0,50.6,14.0,5.43,DIA,1683.0,Silicon,3,5,0.703,149.0,210.0,111.00000000000001,115.99999999999999,837.0,814.1,450.0,305.0,117.0,210.0,,,210.0,426.99999999999994,429.5,229.0,282000.0,2.2,219.0,308.0,28.085,,231.99999999999997,117.0,138.0,107.0,102.0,88,0.7,85.0,85.0,11.33,0.00030841260404280616,0.18914508206391598,0.178503,0.03577586206896551,{},5.077704156407696,4.0758415,0.4750985662830595,1.9,0.3468157872145231
P,"{1: 10.486686, 2: 19.76949, 3: 30.20264, 4: 51.44387, 5: 65.02511, 6: 220.4304, 7: 263.57, 8: 309.6, 9: 372.31, 10: 424.4, 11: 479.441, 12: 560.62, 13: 611.74, 14: 2816.90867, 15: 3069.8414}","[5, 3, -3]","{(1, 's'): 0.4421999999999997, (2, 'p'): 4.0388, (2, 's'): 5.175000000000001, (3, 'p'): 10.1136, (3, 's'): 9.3582}",16,31,4.870039500000001,0.10266857178468469,4.799999999999999,4.8864,1.6194282359497416,5,14,16,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 3)])","{'K': 2, 'L': 8, 'M': 5}",3,p,"((3, 'p'), 3)",3,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 0, 'alpha': 3, 'beta': 0, 'unpaired': 3})])",3.872983346207417,"['P2O5', 'P2O3']",10.486686,15,100.0,17.0,p,553.0,1.823,Non-metallic element belonging to group 15 of the periodic table. Has a multiple allotropic forms. Essential element for living organisms. It was discovered by Brandt in 1669.,25.0,0.746607,[Ne] 3s2 3p3,49.8,2.51,15.0,7.17,CUB,317.3,Phosphorus,3,1,0.757,,180.0,107.0,111.00000000000001,626.8,604.8,316.5,185.0,,180.0,,,195.0,415.00000000000006,414.70000000000005,222.00000000000003,1050.0,0.06,190.0,187.0,30.973761998,5e-09,223.0,110.0,128.0,102.0,94.0,94,1.0,90.0,89.0,13.33,0.00038957876795714613,0.20795009796401448,0.206931,0.043243243243243225,{},5.948576233015763,5.243343,0.5848035476425733,2.19,0.4510268934589262
S,"{1: 10.36001, 2: 23.33788, 3: 34.856, 4: 47.222, 5: 72.59449, 6: 88.05292, 7: 280.954, 8: 328.79, 9: 379.84, 10: 447.74, 11: 504.55, 12: 564.407, 13: 651.96, 14: 706.994, 15: 3223.78059, 16: 3494.1877}","[6, 4, 2, -2]","{(1, 's'): 0.4590999999999994, (2, 'p'): 4.023, (2, 's'): 5.3712, (3, 'p'): 10.5181, (3, 's'): 9.633099999999999}",16,32,4.141452985000001,0.1207305749482026,5.449999999999999,5.4818999999999996,2.3343529124239053,6,15,17,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 4)])","{'K': 2, 'L': 8, 'M': 6}",3,p,"((3, 'p'), 4)",2,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 1, 'alpha': 3, 'beta': 1, 'unpaired': 2})])",2.8284271247461903,"['SO3', 'SO2', 'SO']",10.36001,16,100.0,15.5,p,717.824,2.07,"Yellow, nonmetallic element belonging to group 16 of the periodic table. It is an essential element in living organisms, needed in the amino acids cysteine and methionine, and hence in many proteins. Absorbed by plants from the soil as sulphate ion.",19.4,2.07710403,[Ne] 3s2 3p4,10.5,1.23,16.0,10.47,ORC,386.0,Sulfur,3,1,0.732,0.27,180.0,105.0,103.0,664.3,640.2,277.17,134.0,102.0,180.0,,,180.0,403.0,403.5,215.0,350.0,905.0,189.0,140.0,32.06,,214.0,104.0,127.0,94.0,95.0,100,0.1,94.0,96.0,15.31,0.0005137147704778961,0.23002743610105142,0.23596,0.0529126213592233,{},6.787529005462887,5.180005,0.6762643703802266,2.58,0.6397251297670872
Cl,"{1: 12.96763, 2: 23.81364, 3: 39.8, 4: 53.24, 5: 67.68, 6: 96.94, 7: 114.2013, 8: 348.306, 9: 400.851, 10: 456.68, 11: 529.97, 12: 591.58, 13: 656.3, 14: 750.2, 15: 809.198, 16: 3658.34362, 17: 3946.2908}","[7, 5, 3, 1, -1]","{(1, 's'): 0.47609999999999886, (2, 'p'): 4.0068, (2, 's'): 5.569599999999999, (3, 'p'): 10.8839, (3, 's'): 9.9317}",18,35,4.677452499999999,0.1068957942384236,6.1,6.116099999999999,3.673315922583194,7,16,18,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 5)])","{'K': 2, 'L': 8, 'M': 7}",3,p,"((3, 'p'), 5)",1,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 2, 'alpha': 3, 'beta': 2, 'unpaired': 1})])",1.7320508075688772,"['Cl2O7', 'Cl2O5', 'Cl2O3', 'Cl2O']",12.96763,17,100.0,18.7,p,238.6,0.002898,"Halogen element. Poisonous greenish-yellow gas. Occurs widely in nature as sodium chloride in seawater. Reacts directly with many elements and compounds, strong oxidizing agent. Discovered by Karl Scheele in 1774. Humphrey David confirmed it as an element in 1810.",14.6,3.612725,[Ne] 3s2 3p5,20.41,6.41,17.0,6.24,ORC,172.2,Chlorine,3,6,,0.009,175.0,102.0,99.0,513.6,490.1,121.302,94.6,105.0,175.0,,,180.0,395.03,394.7,206.99999999999997,145.0,19400.0,182.0,97.1,35.45,,206.0,,91.0,95.0,93.0,107,0.1,99.0,101.0,16.97,0.0006223854708703193,0.2482260292881502,0.263803,0.06161616161616161,{},7.640517652620142,6.483815,0.7826754796597776,3.16,0.81237728291421
Ar,"{1: 15.7596112, 2: 27.62967, 3: 40.735, 4: 59.58, 5: 74.84, 6: 91.29, 7: 124.412, 8: 143.4567, 9: 422.598, 10: 479.76, 11: 540.43, 12: 618.95, 13: 685.47, 14: 755.13, 15: 855.47, 16: 918.374, 17: 4120.6655, 18: 4426.2227}",[0],"{(1, 's'): 0.4924999999999997, (2, 'p'): 3.9917999999999996, (2, 's'): 5.7696000000000005, (3, 'p'): 11.235899999999999, (3, 's'): 10.2432}",22,40,13.629805600000001,0.03668430898236729,6.75,6.764100000000001,0.0832013314590371,8,17,19,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 6)])","{'K': 2, 'L': 8, 'M': 8}",3,p,"((3, 'p'), 6)",0,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0})])",0.0,[],15.7596112,18,71.0,24.2,p,87.3,0.001633,"Monatomic noble gas. Makes up 0.93% of the air. Colourless, odorless. Is inert and has no true compounds. Lord Rayleigh and Sir william Ramsey identified argon in 1894.",11.083,-11.5,[Ne] 3s2 3p6,6.52,,18.0,5.26,FCC,83.8,Argon,3,2,0.138,0.0177,188.0,106.0,96.0,369.2,346.3,,64.2,,188.0,,,,,386.8,199.0,3.5,0.45,194.0,67.4,39.948,0.001,197.0,,,107.0,96.0,114,0.007,3.0,3.0,19.17,0.000732421875,0.2651650429449553,0.2922,0.0703125,{},8.49781575759324,7.8798056,0.8970380903159595,,1.0
K,"{1: 4.34066354, 2: 31.625, 3: 45.8031, 4: 60.917, 5: 82.66, 6: 99.4, 7: 117.56, 8: 154.87, 9: 175.8174, 10: 503.67, 11: 565.6, 12: 631.0, 13: 714.71, 14: 786.26, 15: 860.92, 16: 967.66, 17: 1034.541, 18: 4610.86998, 19: 4934.0482}",[1],"{(1, 's'): 0.5105000000000004, (2, 'p'): 3.9727999999999994, (2, 's'): 5.9938, (3, 'p'): 11.2744, (3, 's'): 10.3201, (4, 's'): 15.5048}",20,39,1.9195967700000003,0.26047136972417384,2.1999999999999993,3.4952000000000005,0.7633848415985606,1,18,20,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 6), ((4, 's'), 1)])","{'K': 2, 'L': 8, 'M': 8, 'N': 1}",4,s,"((4, 's'), 1)",1,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((4, 's'), {'pairs': 0, 'alpha': 1, 'beta': 0, 'unpaired': 1})])",1.7320508075688772,['K2O'],4.34066354,19,220.0,45.3,s,1047.0,0.89,"Soft silvery metallic element belonging to group 1 of the periodic table (alkali metals). Occurs naturally in seawater and a many minerals. Highly reactive, chemically, it resembles sodium in its behavior and compounds. Discovered by Sir Humphry Davy in 1807.",289.7,0.50147,[Ar] 4s,2.33,102.5,1.0,5.23,BCC,336.8,Potassium,4,3,0.753,79.0,275.0,202.99999999999997,196.0,,,89.0,3923.0,206.99999999999997,275.0,,,280.0,,381.2,309.0,20900.0,399.0,273.0,3910.0,39.0983,0.0001,234.0,203.0,235.0,193.0,,3,0.3,10.0,10.0,4.34,5.726780508121614e-05,0.10594569267279516,0.0981896,0.011224489795918363,"{('IV', ''): 1.2905055473240878, ('VI', ''): 1.2820153792495874, ('VII', ''): 1.217914610287108, ('VIII', ''): 1.1810081069450744, ('IX', ''): 1.1530552523428241, ('X', ''): 1.126395015294435, ('XII', ''): 1.094754705876052}",2.0834259142095743,2.17033177,0.15112993710096745,0.82,0.12183826306999038
Ca,"{1: 6.1131552, 2: 11.871718, 3: 50.91315, 4: 67.2732, 5: 84.338, 6: 108.78, 7: 127.2, 8: 147.24, 9: 188.535, 10: 211.2751, 11: 591.6, 12: 658.24, 13: 728.6, 14: 817.22, 15: 893.98, 16: 973.7, 17: 1086.8, 18: 1157.726, 19: 5128.8576, 20: 5469.8614}",[2],"{(1, 's'): 0.527000000000001, (2, 'p'): 3.9586000000000006, (2, 's'): 6.223599999999999, (3, 'p'): 11.3417, (3, 's'): 10.3985, (4, 's'): 15.602}",20,40,3.0443026,0.16424122884499065,2.849999999999998,4.398,0.7734001442996138,2,19,21,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 6), ((4, 's'), 2)])","{'K': 2, 'L': 8, 'M': 8, 'N': 2}",4,s,"((4, 's'), 2)",0,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((4, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0})])",0.0,['CaO'],6.1131552,20,180.0,29.9,s,1757.0,1.54,"Soft grey metallic element belonging to group 2 of the periodic table. Used a reducing agent in the extraction of thorium, zirconium and uranium. Essential element for living organisms.",160.8,0.02455,[Ar] 4s2,153.6,9.2,2.0,5.58,FCC,1112.0,Calcium,4,4,0.653,,231.0,176.0,171.0,,,177.8,2163.0,170.0,,231.0,,240.0,,339.9,281.0,41500.0,412.0,262.0,2230.0,40.078,0.004,270.0,174.0,197.0,147.0,133.0,7,4.0,16.0,16.0,6.1129999999999995,9.746588693957108e-05,0.12909944487358052,0.1154119,0.016666666666666653,{},2.9987391683839393,3.0565776,0.23169392694814256,1.0,0.19015771608512197
Sc,"{1: 6.56149, 2: 12.79977, 3: 24.756838, 4: 73.4894, 5: 91.949, 6: 110.68, 7: 138.0, 8: 158.1, 9: 180.0, 10: 225.18, 11: 249.798, 12: 687.36, 13: 757.7, 14: 833.0, 15: 926.48, 16: 1008.62, 17: 1093.48, 18: 1213.1, 19: 1287.956, 20: 5674.9034, 21: 6033.754}",[3],"{(1, 's'): 0.5433999999999983, (2, 'p'): 3.9453999999999994, (2, 's'): 6.426399999999999, (3, 'd'): 13.8801, (3, 'p'): 11.5938, (3, 's'): 10.6602, (4, 's'): 16.3676}",24,45,3.186745,0.15689990884115296,3.0,4.6324000000000005,0.8934589851890408,3,20,22,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 6), ((3, 'd'), 1), ((4, 's'), 2)])","{'K': 2, 'L': 8, 'M': 9, 'N': 2}",4,s,"((4, 's'), 2)",1,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 'd'), {'pairs': 0, 'alpha': 1, 'beta': 0, 'unpaired': 1}), ((4, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0})])",1.7320508075688772,['Sc2O3'],6.56149,21,160.0,15.0,d,3104.0,2.99,"Rare soft silvery metallic element belonging to group 3 of the periodic table. There are ten isotopes, nine of which are radioactive and have short half-lives. Predicted in 1869 by Mendeleev, isolated by Nilson in 1879.",97.0,0.188,[Ar] 3d 4s2,332.7,15.8,3.0,3.31,HEX,1814.0,Scandium,4,8,0.556,15.8,215.0,170.0,148.0,914.0,892.0,377.8,1383.0,,,,,229.99999999999997,,329.5,261.0,22.0,6e-07,258.0,1570.0,44.955908,4.9999999999999996e-06,263.0,144.0,162.0,116.0,114.0,11,10.0,20.0,48.0,7.042000000000001,0.00013696128560993425,0.14237369936287486,0.11938330000000001,0.02027027027027027,{},3.1113710804081216,3.280745,0.31389411501270365,1.36,0.30386739031992177
Ti,"{1: 6.82812, 2: 13.5755, 3: 27.49171, 4: 43.26717, 5: 99.3, 6: 119.53, 7: 140.68, 8: 170.47, 9: 192.1, 10: 215.92, 11: 265.07, 12: 291.5004, 13: 787.7, 14: 864.0, 15: 944.5, 16: 1042.48, 17: 1130.2, 18: 1220.3, 19: 1346.33, 20: 1425.257, 21: 6249.0223, 22: 6625.807}","[4, 3, 2]","{(1, 's'): 0.5591000000000008, (2, 'p'): 3.9351999999999983, (2, 's'): 6.6234, (3, 'd'): 13.8586, (3, 'p'): 11.8963, (3, 's'): 10.966899999999999, (4, 's'): 17.1832}",26,48,3.3745600000000002,0.14816746479541035,3.1499999999999986,4.816800000000001,0.8836023565738941,4,21,23,"OrderedDict([((1, 's'), 2), ((2, 's'), 2), ((2, 'p'), 6), ((3, 's'), 2), ((3, 'p'), 6), ((3, 'd'), 2), ((4, 's'), 2)])","{'K': 2, 'L': 8, 'M': 10, 'N': 2}",4,s,"((4, 's'), 2)",2,"OrderedDict([((1, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((2, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0}), ((3, 'p'), {'pairs': 3, 'alpha': 3, 'beta': 3, 'unpaired': 0}), ((3, 'd'), {'pairs': 0, 'alpha': 2, 'beta': 0, 'unpaired': 2}), ((4, 's'), {'pairs': 1, 'alpha': 1, 'beta': 1, 'unpaired': 0})])",2.8284271247461903,"['TiO2', 'Ti2O3', 'TiO']",6.82812,22,140.0,10.6,d,3560.0,4.506,"White metallic transition element. Occurs in numerous minerals. Used in strong, light corrosion-resistant alloys. Forms a passive oxide coating when exposed to air. First discovered by Gregor in 1789.",100.0,0.079,[Ar] 3d2 4s2,422.6,18.8,4.0,2.95,HEX,1933.0,Titanium,4,8,0.523,21.9,211.0,160.0,136.0,876.0,853.7,473.0,1044.0,140.0,,,,215.0,,317.5,239.0,5650.0,0.001,246.0,1200.0,47.867,0.001,257.0,132.0,147.0,117.0,108.0,43,10.0,51.0,51.0,8.17,0.00017030709342560546,0.1521898968587677,0.12336369999999999,0.023161764705882344,{},3.194027238456178,3.41406,0.3419951893353394,1.54,0.4055462030063852
